date,description,category,type,amount
2025-01-19,Sumbangan ke panti asuhan,Gift & Donation,expense,346759
2025-05-03,Bayar tol,Transportation,expense,44921
2025-08-02,Pendapatan tambahan,Other Income,income,114718
2025-06-30,Langganan Spotify,Entertainment,expense,478767
2025-02-14,Penjualan barang bekas,Other Income,income,115482
2025-06-01,Penarikan tunai ATM,Other Expense,expense,436685
2024-12-05,Pembayaran dari klien,Business,income,906730
2025-02-03,Cashback e-wallet,Other Income,income,27426
2025-04-24,Belanja pakaian di Uniqlo,Shopping,expense,3472781
2024-11-27,Zakat bulanan,Gift & Donation,expense,367261
2025-07-03,Belanja bulanan di Superindo,Shopping,expense,1644983
2025-06-21,Nonton konser musik,Entertainment,expense,545179
2025-09-03,Les bahasa Inggris,Education,expense,4786692
2025-06-03,Belanja pakaian di Uniqlo,Shopping,expense,3636228
2024-11-27,Refund pembelian,Other Income,income,308399
2025-07-13,Isi bensin di SPBU Pertamina,Transportation,expense,88178
2025-07-04,Naik Gojek ke kantor,Transportation,expense,70443
2025-07-25,Beli makanan di Indomaret,Food & Dining,expense,193497
2025-03-19,Pesan GoFood,Food & Dining,expense,151796
2024-11-25,Langganan internet Indihome,Bills & Utilities,expense,1929644
2024-11-29,Pesan gadget di Shopee,Shopping,expense,4533071
2025-07-14,Hadiah ulang tahun untuk teman,Gift & Donation,expense,987072
2025-03-30,Zakat bulanan,Gift & Donation,expense,428612
2025-07-28,Sumbangan ke panti asuhan,Gift & Donation,expense,741400
2025-06-20,Tiket KRL Bekasi-Jakarta,Transportation,expense,78957
2024-11-07,Cashback e-wallet,Other Income,income,187233
2025-02-01,Langganan internet Indihome,Bills & Utilities,expense,801583
2025-02-03,Pesan GoFood,Food & Dining,expense,192810
2025-02-19,Cashback e-wallet,Other Income,income,268765
2025-08-30,Tiket KRL Bekasi-Jakarta,Transportation,expense,194311
2024-11-27,Kopi di Starbucks,Food & Dining,expense,238229
2024-12-02,Zakat bulanan,Gift & Donation,expense,940630
2024-12-27,Komisi reseller,Business,income,5038377
2024-12-14,Biaya administrasi bank,Other Expense,expense,28664
2025-02-14,Gaji lembur,Salary,income,15910843
2025-06-23,Langganan platform e-learning,Education,expense,2645257
2024-11-19,Langganan Netflix,Entertainment,expense,47633
2025-08-29,Nonton konser musik,Entertainment,expense,922084
2025-07-31,Bayar tagihan listrik PLN,Bills & Utilities,expense,1111190
2025-05-03,Dinner di restoran Jepang,Food & Dining,expense,85660
2025-07-30,Top up pulsa Telkomsel,Bills & Utilities,expense,388925
2024-12-21,Bayar tol,Transportation,expense,245181
2025-04-20,Donasi ke masjid,Gift & Donation,expense,213052
2024-11-20,Langganan platform e-learning,Education,expense,2097916
2025-08-19,Langganan Netflix,Entertainment,expense,30537
2025-07-23,Beli game di Steam,Entertainment,expense,615642
2025-02-26,Makan siang di warung padang,Food & Dining,expense,49823
2024-12-25,Naik Gojek ke kantor,Transportation,expense,124964
2024-11-13,Pesan gadget di Shopee,Shopping,expense,2685078
2025-09-22,Bayar uang sekolah anak,Education,expense,2148870
2025-08-28,Cek kesehatan di RS Hermina,Health & Medical,expense,884286
2025-09-23,Gaji bulanan PT Astra,Salary,income,6288554
2025-07-27,Parkir di Mall,Transportation,expense,63965
2025-02-11,Tunjangan transportasi,Salary,income,12441397
2025-04-27,Denda keterlambatan,Other Expense,expense,419053
2025-09-21,Hasil penjualan produk,Business,income,4597093
2025-04-03,Hasil penjualan produk,Business,income,9583506
2024-11-18,Pendapatan toko online,Business,income,6315577
2025-06-27,Bayar iuran keamanan,Bills & Utilities,expense,686749
2024-12-31,Isi bensin di SPBU Pertamina,Transportation,expense,230574
2025-03-27,Pembayaran dari klien,Business,income,9777224
2025-04-30,Langganan Netflix,Entertainment,expense,780124
2025-02-19,Belanja pakaian di Uniqlo,Shopping,expense,3743314
2024-12-19,Refund pembelian,Other Income,income,21161
2025-03-09,Gaji bulanan PT Astra,Salary,income,9663517
2025-03-24,Beli bunga untuk keluarga,Gift & Donation,expense,877359
2025-03-13,Naik Gojek ke kantor,Transportation,expense,234021
2025-07-02,Beli bunga untuk keluarga,Gift & Donation,expense,29764
2025-06-06,Top up pulsa Telkomsel,Bills & Utilities,expense,193146
2025-05-04,Beli tiket bioskop XXI,Entertainment,expense,213385
2025-07-21,Refund pembelian,Other Income,income,37399
2024-11-07,Penjualan barang bekas,Other Income,income,293927
2025-08-29,Bayar kursus online,Education,expense,2920403
2025-02-09,Konsultasi dokter umum,Health & Medical,expense,1638073
2025-09-05,Kopi di Starbucks,Food & Dining,expense,247580
2024-12-16,Bayar tagihan listrik PLN,Bills & Utilities,expense,1260341
2025-07-22,Langganan internet Indihome,Bills & Utilities,expense,1072035
2025-08-08,Bayar iuran keamanan,Bills & Utilities,expense,1712735
2025-01-13,Hasil penjualan produk,Business,income,6897002
2024-12-28,Bonus tahunan,Salary,income,5254735
2024-12-04,Tes darah di klinik,Health & Medical,expense,574146
2025-04-12,Hasil penjualan produk,Business,income,7120309
2025-03-11,Beli makanan di Indomaret,Food & Dining,expense,209632
2025-09-21,Tes darah di klinik,Health & Medical,expense,1749237
2024-12-24,Sumbangan ke panti asuhan,Gift & Donation,expense,331802
2025-03-06,Donasi ke masjid,Gift & Donation,expense,898765
2025-06-15,Beli jam tangan Casio,Shopping,expense,194843
2025-06-17,Gaji bulanan PT Astra,Salary,income,5620820
2025-09-13,Langganan platform e-learning,Education,expense,4769169
2024-11-20,Beli game di Steam,Entertainment,expense,627723
2025-08-30,Parkir di Mall,Transportation,expense,154558
2025-06-04,Bayar kursus online,Education,expense,1608304
2025-03-03,Tes darah di klinik,Health & Medical,expense,1872541
2025-02-15,Bonus tahunan,Salary,income,15575319
2025-09-03,Beli sepatu di Tokopedia,Shopping,expense,465904
2025-09-22,Langganan Netflix,Entertainment,expense,60372
2025-06-04,Belanja bulanan di Superindo,Shopping,expense,4914475
2025-08-01,Bayar kursus online,Education,expense,2012203
2025-03-02,Kopi di Starbucks,Food & Dining,expense,28450
2025-07-25,Penjualan barang bekas,Other Income,income,386606
2025-02-19,Beli makanan di Indomaret,Food & Dining,expense,203359
2025-07-08,Naik Gojek ke kantor,Transportation,expense,126342
2024-11-30,Tiket KRL Bekasi-Jakarta,Transportation,expense,72122
2025-08-10,Langganan Spotify,Entertainment,expense,409398
2024-11-27,Refund pembelian,Other Income,income,346533
2025-01-03,Langganan internet Indihome,Bills & Utilities,expense,151788
2025-04-24,Bayar uang sekolah anak,Education,expense,2910064
2025-06-19,Langganan internet Indihome,Bills & Utilities,expense,716694
2025-01-12,Sumbangan ke panti asuhan,Gift & Donation,expense,396192
2025-01-06,Kopi di Starbucks,Food & Dining,expense,33387
2025-02-07,Tiket KRL Bekasi-Jakarta,Transportation,expense,221821
2025-07-09,Bayar uang sekolah anak,Education,expense,4977862
2025-02-09,Denda keterlambatan,Other Expense,expense,208621
2025-09-23,Sumbangan ke panti asuhan,Gift & Donation,expense,771538
2025-09-19,Beli jam tangan Casio,Shopping,expense,708044
2025-08-07,Isi bensin di SPBU Pertamina,Transportation,expense,141988
2025-05-24,Zakat bulanan,Gift & Donation,expense,575148
2025-07-19,Biaya administrasi bank,Other Expense,expense,428489
2025-06-20,Beli makanan di Indomaret,Food & Dining,expense,294961
2025-04-02,Komisi reseller,Business,income,5016136
2025-03-21,Nonton konser musik,Entertainment,expense,975325
2025-02-23,Langganan Spotify,Entertainment,expense,857818
2025-06-12,Beli buku pelajaran,Education,expense,2740871
2025-10-11,Biaya administrasi bank,Other Expense,expense,136377
2025-04-25,Pendapatan proyek freelance,Salary,income,6336977
2025-07-07,Bayar uang sekolah anak,Education,expense,741256
2025-08-27,Langganan platform e-learning,Education,expense,2032314
2025-02-16,Pendapatan proyek freelance,Salary,income,14551977
2025-02-24,Belanja bulanan di Superindo,Shopping,expense,3469342
2025-09-27,Pendapatan tambahan,Other Income,income,82425
2025-03-17,Donasi ke masjid,Gift & Donation,expense,368163
2024-12-02,Bayar kursus online,Education,expense,3526769
2025-01-05,Bayar iuran keamanan,Bills & Utilities,expense,1307984
2025-01-22,Bonus tahunan,Salary,income,19703647
2025-01-15,Gaji bulanan PT Astra,Salary,income,7026500
2025-08-01,Langganan internet Indihome,Bills & Utilities,expense,1591875
2024-12-25,Gaji bulanan PT Astra,Salary,income,19587098
2024-11-03,Dinner di restoran Jepang,Food & Dining,expense,107522
2025-07-12,Isi bensin di SPBU Pertamina,Transportation,expense,237247
2025-05-26,Komisi reseller,Business,income,6445304
2025-10-13,Beli jam tangan Casio,Shopping,expense,4721957
2024-12-21,Langganan Spotify,Entertainment,expense,373169
2025-08-29,Bayar uang sekolah anak,Education,expense,1004055
2024-11-28,Biaya administrasi bank,Other Expense,expense,397316
2025-05-19,Langganan platform e-learning,Education,expense,3872807
2025-03-19,Biaya transfer antar bank,Other Expense,expense,407232
2025-01-23,Bonus tahunan,Salary,income,17141796
2024-12-03,Zakat bulanan,Gift & Donation,expense,169652
2025-08-21,Beli makanan di Indomaret,Food & Dining,expense,213920
2025-05-04,Refund pembelian,Other Income,income,178001
2025-07-09,Bonus tahunan,Salary,income,17122095
2024-12-10,Donasi ke masjid,Gift & Donation,expense,253545
2025-04-14,Beli vitamin di Guardian,Health & Medical,expense,151267
2025-07-17,Zakat bulanan,Gift & Donation,expense,617993
2025-03-17,Komisi reseller,Business,income,5915686
2025-01-21,Langganan internet Indihome,Bills & Utilities,expense,400304
2025-05-30,Pesan GoFood,Food & Dining,expense,292176
2025-09-02,Konsultasi dokter umum,Health & Medical,expense,709276
2025-03-16,Parkir di Mall,Transportation,expense,53409
2025-03-11,Parkir di Mall,Transportation,expense,137568
2025-01-16,Bonus tahunan,Salary,income,9839871
2024-12-15,Konsultasi dokter umum,Health & Medical,expense,1988850
2025-01-02,Langganan Spotify,Entertainment,expense,120638
2025-07-09,Nonton konser musik,Entertainment,expense,811533
2025-08-24,Belanja pakaian di Uniqlo,Shopping,expense,383405
2025-01-29,Pemasukan usaha kecil,Business,income,611821
2025-04-29,Gaji bulanan PT Astra,Salary,income,8408139
2025-05-28,Konsultasi dokter umum,Health & Medical,expense,1585302
2024-12-25,Gaji lembur,Salary,income,18942500
2024-12-17,Tunjangan transportasi,Salary,income,17016696
2025-06-06,Biaya administrasi bank,Other Expense,expense,476028
2025-03-05,Top up pulsa Telkomsel,Bills & Utilities,expense,282166
2025-09-29,Pesan gadget di Shopee,Shopping,expense,1026959
2025-02-12,Bayar kursus online,Education,expense,723695
2025-07-08,Beli buku pelajaran,Education,expense,2913012
2025-09-09,Beli vitamin di Guardian,Health & Medical,expense,1592500
2025-10-18,Pendapatan toko online,Business,income,5781634
2024-12-12,Dinner di restoran Jepang,Food & Dining,expense,293309
2025-08-03,Beli buku pelajaran,Education,expense,398937
2025-02-24,Cashback e-wallet,Other Income,income,81761
2025-02-11,Beli bunga untuk keluarga,Gift & Donation,expense,716056
2025-06-19,Langganan Spotify,Entertainment,expense,178789
2025-07-03,Bonus tahunan,Salary,income,9741235
2025-09-12,Beli sepatu di Tokopedia,Shopping,expense,794167
2024-10-23,Pembayaran dari klien,Business,income,7786660
2025-08-03,Bayar tol,Transportation,expense,170226
2024-11-10,Beli tiket bioskop XXI,Entertainment,expense,458471
2025-09-01,Denda keterlambatan,Other Expense,expense,209381
2025-02-19,Pendapatan tambahan,Other Income,income,344346
2025-07-20,Langganan platform e-learning,Education,expense,1610489
2025-03-20,Cek kesehatan di RS Hermina,Health & Medical,expense,1450846
2025-09-09,Pendapatan proyek freelance,Salary,income,11580192
2025-07-27,Donasi ke masjid,Gift & Donation,expense,514322
2025-02-11,Beli obat di apotek,Health & Medical,expense,285651
2025-06-07,Beli vitamin di Guardian,Health & Medical,expense,732407
2024-12-20,Beli game di Steam,Entertainment,expense,204753
2025-09-25,Tunjangan transportasi,Salary,income,6904822
2025-10-17,Langganan platform e-learning,Education,expense,1174227
2025-08-25,Pendapatan proyek freelance,Salary,income,11912261
2024-11-05,Bunga tabungan bank,Other Income,income,162531
2025-02-09,Konsultasi dokter umum,Health & Medical,expense,1916068
2025-08-05,Bayar tagihan listrik PLN,Bills & Utilities,expense,1718579
2025-10-02,Les bahasa Inggris,Education,expense,2764375
2025-06-05,Top up pulsa Telkomsel,Bills & Utilities,expense,991707
2024-11-18,Langganan internet Indihome,Bills & Utilities,expense,662702
2025-04-13,Bonus tahunan,Salary,income,15674775
2025-06-08,Kopi di Starbucks,Food & Dining,expense,234859
2025-01-15,Nonton konser musik,Entertainment,expense,582050
2025-09-01,Langganan Netflix,Entertainment,expense,660419
2025-08-27,Beli buku pelajaran,Education,expense,4627896
2025-05-04,Makan siang di warung padang,Food & Dining,expense,67318
2025-04-20,Denda keterlambatan,Other Expense,expense,412046
2025-09-22,Pendapatan toko online,Business,income,1325694
2025-04-25,Pembayaran dari klien,Business,income,9483740
2025-07-23,Beli tiket bioskop XXI,Entertainment,expense,434739
2025-03-19,Penarikan tunai ATM,Other Expense,expense,430104
2025-04-09,Pesan gadget di Shopee,Shopping,expense,3517810
2025-02-26,Nonton konser musik,Entertainment,expense,34303
2025-07-18,Makan siang di warung padang,Food & Dining,expense,73750
2025-06-27,Komisi reseller,Business,income,1209427
2025-03-25,Pesan gadget di Shopee,Shopping,expense,253376
2024-11-08,Beli tiket bioskop XXI,Entertainment,expense,305693
2025-05-03,Biaya administrasi bank,Other Expense,expense,353553
2025-03-09,Bayar air PDAM,Bills & Utilities,expense,1907710
2024-11-28,Naik Gojek ke kantor,Transportation,expense,142254
2024-11-01,Biaya transfer antar bank,Other Expense,expense,17728
2025-08-27,Potongan layanan e-wallet,Other Expense,expense,491807
2025-08-19,Belanja pakaian di Uniqlo,Shopping,expense,3330985
2025-03-30,Nonton konser musik,Entertainment,expense,842892
2025-07-11,Langganan platform e-learning,Education,expense,296561
2025-06-13,Tes darah di klinik,Health & Medical,expense,475022
2025-09-22,Parkir di Mall,Transportation,expense,161047
2025-03-20,Pendapatan proyek freelance,Salary,income,12206394
2025-05-18,Isi bensin di SPBU Pertamina,Transportation,expense,157061
2025-03-16,Beli vitamin di Guardian,Health & Medical,expense,1953513
2025-07-08,Potongan layanan e-wallet,Other Expense,expense,138248
2025-07-03,Bayar tagihan listrik PLN,Bills & Utilities,expense,1625798
2025-07-28,Langganan internet Indihome,Bills & Utilities,expense,1598580
2025-02-13,Bayar tol,Transportation,expense,161487
2025-02-17,Dinner di restoran Jepang,Food & Dining,expense,254401
2025-08-06,Langganan platform e-learning,Education,expense,1013925
2025-04-10,Penjualan barang bekas,Other Income,income,85377
2024-12-09,Cashback e-wallet,Other Income,income,304065
2025-06-29,Beli sepatu di Tokopedia,Shopping,expense,2146892
2025-05-16,Isi bensin di SPBU Pertamina,Transportation,expense,171608
2025-08-08,Gaji lembur,Salary,income,17760441
2025-07-01,Langganan Netflix,Entertainment,expense,284266
2025-04-12,Langganan internet Indihome,Bills & Utilities,expense,1849703
2025-04-04,Belanja pakaian di Uniqlo,Shopping,expense,4792183
2024-10-24,Beli bunga untuk keluarga,Gift & Donation,expense,291170
2025-08-05,Penarikan tunai ATM,Other Expense,expense,426649
2025-07-04,Gaji lembur,Salary,income,10251539
2025-04-04,Bunga tabungan bank,Other Income,income,251891
2025-07-12,Biaya transfer antar bank,Other Expense,expense,300878
2024-12-14,Biaya administrasi bank,Other Expense,expense,233190
2025-05-02,Biaya administrasi bank,Other Expense,expense,76732
2025-07-15,Pesan GoFood,Food & Dining,expense,83689
2025-06-03,Beli sepatu di Tokopedia,Shopping,expense,1003487
2025-07-02,Dinner di restoran Jepang,Food & Dining,expense,109507
2025-06-28,Pendapatan tambahan,Other Income,income,83329
2025-05-24,Potongan layanan e-wallet,Other Expense,expense,219403
2024-12-21,Kopi di Starbucks,Food & Dining,expense,248316
2025-07-16,Tes darah di klinik,Health & Medical,expense,726092
2025-08-06,Donasi ke masjid,Gift & Donation,expense,691805
2025-03-19,Beli sepatu di Tokopedia,Shopping,expense,4439349
2025-09-01,Bunga tabungan bank,Other Income,income,384590
2025-08-27,Bayar uang sekolah anak,Education,expense,2207548
2025-02-06,Pendapatan proyek freelance,Salary,income,10539453
2025-01-14,Penarikan tunai ATM,Other Expense,expense,284925
2024-10-27,Biaya transfer antar bank,Other Expense,expense,176560
2025-01-06,Bayar air PDAM,Bills & Utilities,expense,1086696
2025-03-30,Naik Gojek ke kantor,Transportation,expense,193884
2025-10-12,Beli tiket bioskop XXI,Entertainment,expense,118406
2025-04-09,Komisi reseller,Business,income,2089046
2025-06-18,Beli makanan di Indomaret,Food & Dining,expense,102026
2025-09-12,Parkir di Mall,Transportation,expense,156579
2025-09-08,Langganan Spotify,Entertainment,expense,34815
2025-03-16,Langganan Spotify,Entertainment,expense,880623
2025-03-27,Bayar iuran keamanan,Bills & Utilities,expense,870231
2025-03-01,Beli bunga untuk keluarga,Gift & Donation,expense,598368
2024-11-30,Pembayaran dari klien,Business,income,3057213
